Chave_Parcela_Idade,Talhao,Parcela,Idade_meses,Area_parc,Cova,Fuste,Fila,Viva,Falha,DAP,Ht,Dom,Hd,dg,Gi,G
PR2T3-3-67,PR2T3,3,67,269.43,3,1,1,1,0,15.6,27.3,N,28.1,15.66549368,0.01911345,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,4,1,1,1,0,12.0,24.0,N,28.1,15.66549368,0.011309734,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,5,1,1,1,0,15.9,26.5,N,28.1,15.66549368,0.019855651,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,6,1,1,1,0,11.3,23.6,N,28.1,15.66549368,0.010028749,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,7,1,1,1,0,15.9,26.5,N,28.1,15.66549368,0.019855651,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,8,1,2,1,0,16.4,26.8,N,28.1,15.66549368,0.021124069,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,9,1,2,1,0,14.7,25.7,N,28.1,15.66549368,0.016971669,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,10,1,2,1,0,12.9,24.6,N,28.1,15.66549368,0.013069811,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,21,1,3,1,0,19.0,28.4,D,28.1,15.66549368,0.028352874,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,22,1,4,1,0,17.0,27.2,D,28.1,15.66549368,0.022698007,9.299839516
PR2T3-3-67,PR2T3,3,67,269.43,26,1,4,1,0,19.6,28.7,D,28.1,15.66549368,0.030171856,9.299839516
PR2T3-3-78,PR2T3,3,78,269.43,1,1,1,1,0,16.7,27.1,N,29.36666667,15.90408752,0.021903969,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,2,1,1,1,0,15.4,26.8,N,29.36666667,15.90408752,0.018626503,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,3,1,1,1,0,15.6,27.8,N,29.36666667,15.90408752,0.01911345,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,4,1,1,1,0,12.1,24.7,N,29.36666667,15.90408752,0.011499015,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,5,1,1,1,0,15.9,27.5,N,29.36666667,15.90408752,0.019855651,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,6,1,1,1,0,11.6,24.2,N,29.36666667,15.90408752,0.010568318,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,7,1,1,1,0,15.9,27.5,N,29.36666667,15.90408752,0.019855651,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,8,1,2,1,0,16.5,27.9,N,29.36666667,15.90408752,0.021382465,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,9,1,2,1,0,15.2,27.0,N,29.36666667,15.90408752,0.018145839,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,10,1,2,1,0,12.9,25.3,N,29.36666667,15.90408752,0.013069811,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,21,1,3,1,0,19.2,29.6,D,29.36666667,15.90408752,0.028952918,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,22,1,4,1,0,17.2,28.3,D,29.36666667,15.90408752,0.023235219,9.585279846
PR2T3-3-78,PR2T3,3,78,269.43,26,1,4,1,0,20.2,30.2,D,29.36666667,15.90408752,0.032047387,9.585279846
PR2T4-1-22,PR2T4,1,22,301.35,1,1,1,1,0,12.6,15.7,N,16.86,12.76769361,0.012468981,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,2,1,1,1,0,10.2,15.7,N,16.86,12.76769361,0.008171282,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,3,1,1,1,0,11.8,17.8,N,16.86,12.76769361,0.010935884,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,4,1,1,1,0,12.4,16.56,N,16.86,12.76769361,0.012076282,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,5,1,1,1,0,9.8,15.1,N,16.86,12.76769361,0.007542964,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,6,1,1,1,0,12.2,16.54,N,16.86,12.76769361,0.011689866,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,7,1,2,1,0,14.4,16.86,D,16.86,12.76769361,0.016286016,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,9,1,2,1,0,14.3,16.89,N,16.86,12.76769361,0.016060607,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,10,1,2,1,0,14.4,16.87,D,16.86,12.76769361,0.016286016,4.24857794
PR2T4-1-22,PR2T4,1,22,301.35,11,1,2,1,0,14.5,16.85,D,16.86,12.76769361,0.016512996,4.24857794
PR2T4-1-32,PR2T4,1,32,301.35,1,1,1,1,0,16.6,21.7,N,22.25267692,15.68676016,0.021642432,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,2,1,1,1,0,13.2,19.7,N,22.25267692,15.68676016,0.013684778,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,3,1,1,1,0,13.8,21.5,N,22.25267692,15.68676016,0.014957123,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,4,1,1,1,0,15.4,21.36149585,N,22.25267692,15.68676016,0.018626503,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,5,1,1,1,0,10.7,18.72834251,N,22.25267692,15.68676016,0.008992024,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,6,1,1,1,0,15.6,21.43771787,N,22.25267692,15.68676016,0.01911345,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,7,1,2,1,0,18.3,22.32193095,D,22.25267692,15.68676016,0.026302199,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,9,1,2,1,0,17.7,22.14341423,D,22.25267692,15.68676016,0.024605739,5.772018419
PR2T4-1-32,PR2T4,1,32,301.35,10,1,2,1,0,18.2,22.29268559,D,22.25267692,15.68676016,0.026015529,5.772018419
PR2T4-1-44,PR2T4,1,44,301.35,1,1,1,1,0,17.5,24.08558286,N,25.62730486,17.317589,0.024052819,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,2,1,1,1,0,13.8,21.8276549,N,25.62730486,17.317589,0.014957123,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,3,1,1,1,0,14.6,24.6,N,25.62730486,17.317589,0.016741547,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,4,1,1,1,0,16.7,24.8,N,25.62730486,17.317589,0.021903969,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,5,1,1,1,0,10.7,18.72834251,N,25.62730486,17.317589,0.008992024,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,6,1,1,1,0,18.5,27.1,N,25.62730486,17.317589,0.026880252,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,7,1,2,1,0,20.9,25.87005178,D,25.62730486,17.317589,0.034306977,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,9,1,2,1,0,19.6,25.1938064,D,25.62730486,17.317589,0.030171856,7.034545641
PR2T4-1-44,PR2T4,1,44,301.35,10,1,2,1,0,20.8,25.81805641,D,25.62730486,17.317589,0.033979466,7.034545641
PR2T4-1-57,PR2T4,1,57,301.35,1,1,1,1,0,18.6,28.6,N,30.76666667,18.25084473,0.027171635,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,2,1,1,1,0,13.9,25.6,N,30.76666667,18.25084473,0.015174678,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,3,1,1,1,0,15.5,26.3,N,30.76666667,18.25084473,0.018869191,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,4,1,1,1,0,17.2,28.6,N,30.76666667,18.25084473,0.023235219,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,5,1,1,1,0,10.7,23.5,N,30.76666667,18.25084473,0.008992024,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,6,1,1,1,0,19.4,29.1,N,30.76666667,18.25084473,0.029559245,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,7,1,2,1,0,22.5,31.2,D,30.76666667,18.25084473,0.039760782,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,9,1,2,1,0,20.8,30.1,D,30.76666667,18.25084473,0.033979466,7.813167513
PR2T4-1-57,PR2T4,1,57,301.35,10,1,2,1,0,22.2,31.0,D,30.76666667,18.25084473,0.038707563,7.813167513
PR2T4-1-66,PR2T4,1,66,301.35,1,1,1,1,0,19.5,29.0,N,31.06666667,19.62799022,0.029864765,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,2,1,1,1,0,14.8,25.6,N,31.06666667,19.62799022,0.017203361,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,3,1,1,1,0,16.4,26.8,N,31.06666667,19.62799022,0.021124069,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,4,1,1,1,0,17.9,29.3,N,31.06666667,19.62799022,0.025164943,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,5,1,1,1,0,11.7,24.1,N,31.06666667,19.62799022,0.010751315,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,6,1,1,1,0,20.9,29.8,N,31.06666667,19.62799022,0.034306977,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,7,1,2,1,0,23.1,31.2,D,31.06666667,19.62799022,0.041909631,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,9,1,2,1,0,22.1,30.5,N,31.06666667,19.62799022,0.038359632,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,10,1,2,1,0,23.8,31.4,D,31.06666667,19.62799022,0.044488094,10.04084704
PR2T4-1-66,PR2T4,1,66,301.35,11,1,2,1,0,22.4,30.6,D,31.06666667,19.62799022,0.039408138,10.04084704
PR2T4-1-78,PR2T4,1,78,301.35,1,1,1,1,0,19.6,31.3,N,33.73333333,19.73859727,0.030171856,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,2,1,1,1,0,14.8,26.8,N,33.73333333,19.73859727,0.017203361,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,3,1,1,1,0,16.4,28.3,N,33.73333333,19.73859727,0.021124069,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,4,1,1,1,0,18.5,32.3,N,33.73333333,19.73859727,0.026880252,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,5,1,1,1,0,12.1,25.3,N,33.73333333,19.73859727,0.011499015,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,6,0,1,1,0,21.4,32.4,N,33.73333333,19.73859727,0.035968094,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,7,1,2,1,0,23.6,33.7,D,33.73333333,19.73859727,0.043743536,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,9,1,2,1,0,22.6,33.1,D,33.73333333,19.73859727,0.040114997,9.138896678
PR2T4-1-78,PR2T4,1,78,301.35,10,1,2,1,0,24.9,34.4,D,33.73333333,19.73859727,0.048695472,9.138896678
PR2T4-2-22,PR2T4,2,22,267.98,1,1,1,1,0,12.5,16.3,N,16.99666667,13.62794589,0.012271846,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,2,1,1,1,0,10.2,14.2,N,16.99666667,13.62794589,0.008171282,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,3,1,1,1,0,15.8,18.1,N,16.99666667,13.62794589,0.01960668,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,4,1,1,1,0,8.5,14.39,N,16.99666667,13.62794589,0.005674502,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,5,1,1,1,0,14.6,16.92,N,16.99666667,13.62794589,0.016741547,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,6,1,1,1,0,13.0,16.61,N,16.99666667,13.62794589,0.013273229,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,7,1,2,1,0,6.6,12.54,N,16.99666667,13.62794589,0.003421194,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,8,1,2,1,0,16.6,16.93,D,16.99666667,13.62794589,0.021642432,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,10,1,2,1,0,15.1,16.83,N,16.99666667,13.62794589,0.017907864,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,11,1,2,1,0,16.5,16.97,D,16.99666667,13.62794589,0.021382465,5.987437383
PR2T4-2-22,PR2T4,2,22,267.98,22,1,4,1,0,16.1,17.09,D,16.99666667,13.62794589,0.020358306,5.987437383
PR2T4-2-32,PR2T4,2,32,267.98,1,1,1,1,0,16.0,23.3,N,24.69689882,17.03581788,0.020106193,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,2,1,1,1,0,11.6,19.5,N,24.69689882,17.03581788,0.010568318,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,3,1,1,1,0,20.1,24.1,N,24.69689882,17.03581788,0.031730871,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,4,1,1,1,0,8.6,17.06787577,N,24.69689882,17.03581788,0.005808805,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,5,1,1,1,0,18.1,23.7901258,N,24.69689882,17.03581788,0.025730429,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,6,1,1,1,0,16.6,23.21509289,N,24.69689882,17.03581788,0.021642432,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,7,1,2,1,0,6.7,14.71287571,N,24.69689882,17.03581788,0.003525652,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,8,1,2,1,0,21.3,24.805098,D,24.69689882,17.03581788,0.035632729,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,10,1,2,1,0,19.0,24.09716351,N,24.69689882,17.03581788,0.028352874,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,11,1,2,1,0,20.8,24.65770459,D,24.69689882,17.03581788,0.033979466,9.356343573
PR2T4-2-32,PR2T4,2,32,267.98,22,1,4,1,0,20.7,24.62789387,D,24.69689882,17.03581788,0.033653526,9.356343573
PR2T4-2-44,PR2T4,2,44,267.98,1,1,1,1,0,17.8,26.6,N,27.27938413,19.05480135,0.024884555,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,2,1,1,1,0,12.5,22.5,N,27.27938413,19.05480135,0.012271846,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,3,1,1,1,0,22.7,27.3,N,27.27938413,19.05480135,0.040470782,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,4,1,1,1,0,8.6,17.06787577,N,27.27938413,19.05480135,0.005808805,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,5,1,1,1,0,20.5,25.6620867,N,27.27938413,19.05480135,0.033006358,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,6,1,1,1,0,18.6,24.67060579,N,27.27938413,19.05480135,0.027171635,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,7,1,2,1,0,6.7,14.88312156,N,27.27938413,19.05480135,0.003525652,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,8,1,2,1,0,23.9,27.4367774,D,27.27938413,19.05480135,0.044862728,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,10,1,2,1,0,21.2,26.02607777,N,27.27938413,19.05480135,0.035298935,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,11,1,2,1,0,23.6,27.27932311,D,27.27938413,19.05480135,0.043743536,11.70547481
PR2T4-2-44,PR2T4,2,44,267.98,22,1,4,1,0,23.3,27.12205187,D,27.27938413,19.05480135,0.042638481,11.70547481
PR2T4-2-57,PR2T4,2,57,267.98,1,1,1,1,0,18.3,28.3,N,30.8,20.11968733,0.026302199,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,2,1,1,1,0,12.8,22.8,N,30.8,20.11968733,0.012867964,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,3,1,1,1,0,24.2,29.8,N,30.8,20.11968733,0.045996058,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,4,1,1,1,0,8.6,20.5,N,30.8,20.11968733,0.005808805,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,5,1,1,1,0,20.9,28.2,N,30.8,20.11968733,0.034306977,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,6,1,1,1,0,19.9,27.6,N,30.8,20.11968733,0.031102553,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,7,1,2,1,0,7.6,19.8,N,30.8,20.11968733,0.00453646,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,8,1,2,1,0,25.7,31.1,D,30.8,20.11968733,0.051874763,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,10,1,2,1,0,22.1,28.8,N,30.8,20.11968733,0.038359632,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,11,1,2,1,0,25.0,30.6,D,30.8,20.11968733,0.049087385,13.05036439
PR2T4-2-57,PR2T4,2,57,267.98,22,1,4,1,0,25.1,30.7,D,30.8,20.11968733,0.04948087,13.05036439
PR2T4-2-66,PR2T4,2,66,267.98,1,1,1,1,0,19.1,31.6,N,33.03333333,21.5717197,0.02865211,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,2,1,1,1,0,13.2,23.5,N,33.03333333,21.5717197,0.013684778,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,3,1,1,1,0,25.7,32.2,N,33.03333333,21.5717197,0.051874763,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,4,1,1,1,0,9.5,22.4,N,33.03333333,21.5717197,0.007088218,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,5,1,1,1,0,23.0,30.9,N,33.03333333,21.5717197,0.041547563,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,6,1,1,1,0,20.9,29.8,N,33.03333333,21.5717197,0.034306977,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,7,1,2,1,0,7.6,19.8,N,33.03333333,21.5717197,0.00453646,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,8,1,2,1,0,27.4,33.0,D,33.03333333,21.5717197,0.058964553,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,10,1,2,1,0,23.4,31.1,N,33.03333333,21.5717197,0.043005262,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,11,1,2,1,0,27.3,33.0,D,33.03333333,21.5717197,0.05853494,15.00201933
PR2T4-2-66,PR2T4,2,66,267.98,22,1,4,1,0,27.6,33.1,D,33.03333333,21.5717197,0.05982849,15.00201933
PR2T4-2-78,PR2T4,2,78,267.98,1,1,1,1,0,20.0,31.9,N,34.8,22.67210942,0.031415927,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,2,1,1,1,0,13.2,24.1,N,34.8,22.67210942,0.013684778,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,3,1,1,1,0,27.0,34.3,N,34.8,22.67210942,0.057255526,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,4,1,1,1,0,9.6,22.4,N,34.8,22.67210942,0.007238229,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,5,1,1,1,0,23.0,31.8,N,34.8,22.67210942,0.041547563,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,6,1,1,1,0,21.9,31.2,N,34.8,22.67210942,0.037668481,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,7,1,2,1,0,7.8,19.8,N,34.8,22.67210942,0.004778362,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,8,1,2,1,0,29.9,35.0,D,34.8,22.67210942,0.070215381,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,10,1,2,1,0,24.4,32.5,N,34.8,22.67210942,0.046759465,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,11,1,2,1,0,28.6,34.5,D,34.8,22.67210942,0.064242428,16.57158472
PR2T4-2-78,PR2T4,2,78,267.98,22,1,4,1,0,29.7,34.9,D,34.8,22.67210942,0.069279187,16.57158472
PR2T4-3-22,PR2T4,3,22,273.38,1,1,1,1,0,15.7,19.3,D,18.79666667,14.44742192,0.019359279,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,2,1,1,1,0,13.1,18.1,N,18.79666667,14.44742192,0.013478218,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,3,1,1,1,0,14.5,18.6,N,18.79666667,14.44742192,0.016512996,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,4,1,1,1,0,15.0,18.62,N,18.79666667,14.44742192,0.017671459,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,5,1,1,1,0,13.2,18.27,N,18.79666667,14.44742192,0.013684778,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,6,1,1,1,0,13.9,18.29,N,18.79666667,14.44742192,0.015174678,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,7,1,1,1,0,15.6,18.52,D,18.79666667,14.44742192,0.01911345,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,8,1,2,1,0,13.8,18.29,N,18.79666667,14.44742192,0.014957123,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,9,1,2,1,0,15.2,18.57,D,18.79666667,14.44742192,0.018145839,5.996583066
PR2T4-3-22,PR2T4,3,22,273.38,10,1,2,1,0,14.2,18.7,N,18.79666667,14.44742192,0.015836769,5.996583066
PR2T4-3-32,PR2T4,3,32,273.38,1,1,1,1,0,20.3,24.9,D,25.58882688,18.03538189,0.032365473,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,2,1,1,1,0,16.7,24.3,N,25.58882688,18.03538189,0.021903969,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,3,1,1,1,0,16.3,23.3,N,25.58882688,18.03538189,0.020867244,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,4,1,1,1,0,18.6,25.70352308,N,25.58882688,18.03538189,0.027171635,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,5,1,1,1,0,16.7,24.99339073,N,25.58882688,18.03538189,0.021903969,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,6,1,1,1,0,17.6,25.34810121,N,25.58882688,18.03538189,0.024328494,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,7,1,1,1,0,19.5,25.997211,D,25.58882688,18.03538189,0.029864765,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,8,1,2,1,0,17.1,25.15572041,N,25.58882688,18.03538189,0.022965828,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,9,1,2,1,0,19.1,25.86926963,D,25.58882688,18.03538189,0.02865211,9.344882127
PR2T4-3-32,PR2T4,3,32,273.38,10,1,2,1,0,18.0,25.49455311,N,25.58882688,18.03538189,0.0254469,9.344882127
PR2T4-3-44,PR2T4,3,44,273.38,1,1,1,1,0,23.1,29.1,D,27.24161924,19.96489419,0.041909631,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,2,1,1,1,0,17.9,25.3,N,27.24161924,19.96489419,0.025164943,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,3,1,1,1,0,17.6,25.6,N,27.24161924,19.96489419,0.024328494,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,4,1,1,1,0,20.4,25.70352308,N,27.24161924,19.96489419,0.03268513,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,5,1,1,1,0,18.6,24.99339073,N,27.24161924,19.96489419,0.027171635,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,6,1,1,1,0,19.5,25.34810121,N,27.24161924,19.96489419,0.029864765,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,7,1,1,1,0,22.0,26.4426647,D,27.24161924,19.96489419,0.038013271,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,8,1,2,1,0,18.9,25.15572041,N,27.24161924,19.96489419,0.028055208,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,9,1,2,1,0,21.5,26.18219303,D,27.24161924,19.96489419,0.03630503,11.45136264
PR2T4-3-44,PR2T4,3,44,273.38,10,1,2,1,0,19.4,25.49455311,N,27.24161924,19.96489419,0.029559245,11.45136264
PR2T4-3-57,PR2T4,3,57,273.38,1,1,1,1,0,24.5,31.6,D,30.5,21.29659597,0.047143525,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,2,1,1,1,0,18.6,26.8,N,30.5,21.29659597,0.027171635,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,3,1,1,1,0,18.6,27.6,N,30.5,21.29659597,0.027171635,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,4,1,1,1,0,20.4,28.2,N,30.5,21.29659597,0.03268513,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,5,1,1,1,0,20.4,28.3,N,30.5,21.29659597,0.03268513,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,6,1,1,1,0,21.2,28.7,N,30.5,21.29659597,0.035298935,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,7,1,1,1,0,23.6,30.0,D,30.5,21.29659597,0.043743536,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,8,1,2,1,0,20.6,28.4,N,30.5,21.29659597,0.033329156,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,9,1,2,1,0,23.4,29.9,D,30.5,21.29659597,0.043005262,13.0299733
PR2T4-3-57,PR2T4,3,57,273.38,10,1,2,1,0,20.8,28.5,N,30.5,21.29659597,0.033979466,13.0299733
PR2T4-3-66,PR2T4,3,66,273.38,1,1,1,1,0,26.0,33.1,D,31.7,22.25535891,0.053092916,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,2,1,1,1,0,18.8,27.7,N,31.7,22.25535891,0.027759113,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,3,1,1,1,0,18.7,28.3,N,31.7,22.25535891,0.027464588,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,4,1,1,1,0,21.0,29.1,N,31.7,22.25535891,0.034636059,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,5,1,1,1,0,21.4,29.3,N,31.7,22.25535891,0.035968094,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,6,1,1,1,0,22.7,29.9,N,31.7,22.25535891,0.040470782,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,7,1,1,1,0,24.9,31.0,D,31.7,22.25535891,0.048695472,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,8,1,2,1,0,21.3,29.2,N,31.7,22.25535891,0.035632729,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,9,1,2,1,0,24.8,31.0,D,31.7,22.25535891,0.048305129,14.22958869
PR2T4-3-66,PR2T4,3,66,273.38,10,1,2,1,0,21.7,29.4,N,31.7,22.25535891,0.036983614,14.22958869
PR2T4-3-78,PR2T4,3,78,273.38,1,1,1,1,0,27.0,34.3,D,33.26666667,23.1994612,0.057255526,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,2,1,1,1,0,19.5,28.9,N,33.26666667,23.1994612,0.029864765,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,3,2,1,1,0,19.1,28.9,N,33.26666667,23.1994612,0.02865211,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,4,1,1,1,0,21.3,30.4,N,33.26666667,23.1994612,0.035632729,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,5,1,1,1,0,22.7,31.1,N,33.26666667,23.1994612,0.040470782,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,6,1,1,1,0,23.7,31.6,N,33.26666667,23.1994612,0.044115029,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,7,1,1,1,0,26.2,32.7,D,33.26666667,23.1994612,0.053912872,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,8,1,2,1,0,22.0,30.7,N,33.26666667,23.1994612,0.038013271,15.46247247
PR2T4-3-78,PR2T4,3,78,273.38,9,1,2,1,0,26.3,32.8,D,33.26666667,23.1994612,0.054325206,15.46247247
